Country,StationID,datetime,discharge
LA ,11201,1981-07-16,8000
LA ,11201,1981-07-17,7980
LA ,11201,1981-07-18,7760
LA ,11201,1981-07-19,8020
LA ,11201,1981-07-20,8820
LA ,11201,1981-07-21,9560
LA ,11201,1981-07-22,9840
LA ,11201,1981-07-23,9600
LA ,11201,1981-07-24,9190
LA ,11201,1981-07-25,9140
LA ,11201,1981-07-26,8780
LA ,11201,1981-07-27,8340
LA ,11201,1981-07-28,8250
LA ,11201,1981-07-29,8820
LA ,11201,1981-07-30,9660
LA ,11201,1981-07-31,10500
LA ,11201,1981-08-01,11100
LA ,11201,1981-08-02,12000
LA ,11201,1981-08-03,12700
LA ,11201,1981-08-04,13000
LA ,11201,1981-08-05,14100
LA ,11201,1981-08-06,14700
LA ,11201,1981-08-07,14900
LA ,11201,1981-08-08,14200
LA ,11201,1981-08-09,13000
LA ,11201,1981-08-10,12000
LA ,11201,1981-08-11,11800
LA ,11201,1981-08-12,11200
LA ,11201,1981-08-13,10700
LA ,11201,1981-08-14,10200
LA ,11201,1981-08-15,9690
LA ,11201,1981-08-16,9390
LA ,11201,1981-08-17,8880
LA ,11201,1981-08-18,8620
LA ,11201,1981-08-19,8540
LA ,11201,1981-08-20,8280
LA ,11201,1981-08-21,8240
LA ,11201,1981-08-22,9060
LA ,11201,1981-08-23,9220
LA ,11201,1981-08-24,9040
LA ,11201,1981-08-25,8930
LA ,11201,1981-08-26,8780
LA ,11201,1981-08-27,8720
LA ,11201,1981-08-28,9110
LA ,11201,1981-08-29,9060
LA ,11201,1981-08-30,8920
LA ,11201,1981-08-31,8800
LA ,11201,1981-09-01,9130
LA ,11201,1981-09-02,9460
LA ,11201,1981-09-03,9970
LA ,11201,1981-09-04,10100
LA ,11201,1981-09-05,10500
LA ,11201,1981-09-06,11700
LA ,11201,1981-09-07,12700
LA ,11201,1981-09-08,13100
LA ,11201,1981-09-09,13000
LA ,11201,1981-09-10,13000
LA ,11201,1981-09-11,12900
LA ,11201,1981-09-12,12700
LA ,11201,1981-09-13,12000
LA ,11201,1981-09-14,11500
LA ,11201,1981-09-15,10600
LA ,11201,1981-09-16,9740
LA ,11201,1981-09-17,9010
LA ,11201,1981-09-18,8480
LA ,11201,1981-09-19,8120
LA ,11201,1981-09-20,7820
LA ,11201,1981-09-21,7650
LA ,11201,1981-09-22,7330
LA ,11201,1981-09-23,7180
LA ,11201,1981-09-24,6990
LA ,11201,1981-09-25,6660
LA ,11201,1981-09-26,6410
LA ,11201,1981-09-27,6420
LA ,11201,1981-09-28,6420
LA ,11201,1981-09-29,6140
LA ,11201,1981-09-30,5930
LA ,11201,1981-10-01,5740
LA ,11201,1981-10-02,5590
LA ,11201,1981-10-03,5690
LA ,11201,1981-10-04,5720
LA ,11201,1981-10-05,6040
LA ,11201,1981-10-06,5910
LA ,11201,1981-10-07,6140
LA ,11201,1981-10-08,6110
LA ,11201,1981-10-09,6200
LA ,11201,1981-10-10,6660
LA ,11201,1981-10-11,6940
LA ,11201,1981-10-12,7170
LA ,11201,1981-10-13,7720
LA ,11201,1981-10-14,7320
LA ,11201,1981-10-15,6600
LA ,11201,1981-10-16,6110
LA ,11201,1981-10-17,5750
LA ,11201,1981-10-18,5660
LA ,11201,1981-10-19,5310
LA ,11201,1981-10-20,5360
LA ,11201,1981-10-21,5580
LA ,11201,1981-10-22,5560
LA ,11201,1981-10-23,5510
LA ,11201,1981-10-24,5410
LA ,11201,1981-10-25,5400
LA ,11201,1981-10-26,5390
LA ,11201,1981-10-27,5360
LA ,11201,1981-10-28,5160
LA ,11201,1981-10-29,5010
LA ,11201,1981-10-30,4760
LA ,11201,1981-10-31,4570
LA ,11201,1981-11-01,4440
LA ,11201,1981-11-02,4260
LA ,11201,1981-11-03,4150
LA ,11201,1981-11-04,4070
LA ,11201,1981-11-05,3990
LA ,11201,1981-11-06,3900
LA ,11201,1981-11-07,3820
LA ,11201,1981-11-08,3740
LA ,11201,1981-11-09,3680
LA ,11201,1981-11-10,3650
LA ,11201,1981-11-11,3610
LA ,11201,1981-11-12,6590
LA ,11201,1981-11-13,6830
LA ,11201,1981-11-14,6590
LA ,11201,1981-11-15,5270
LA ,11201,1981-11-16,4760
LA ,11201,1981-11-17,4710
LA ,11201,1981-11-18,5620
LA ,11201,1981-11-19,6080
LA ,11201,1981-11-20,7400
LA ,11201,1981-11-21,6810
LA ,11201,1981-11-22,6590
LA ,11201,1981-11-23,6150
LA ,11201,1981-11-24,5430
LA ,11201,1981-11-25,4860
LA ,11201,1981-11-26,4980
LA ,11201,1981-11-27,5060
LA ,11201,1981-11-28,4960
LA ,11201,1981-11-29,4560
LA ,11201,1981-11-30,4410
LA ,11201,1981-12-01,4230
LA ,11201,1981-12-02,4040
LA ,11201,1981-12-03,3900
LA ,11201,1981-12-04,3790
LA ,11201,1981-12-05,3700
LA ,11201,1981-12-06,3620
LA ,11201,1981-12-07,3520
LA ,11201,1981-12-08,3450
LA ,11201,1981-12-09,3380
LA ,11201,1981-12-10,3320
LA ,11201,1981-12-11,3260
LA ,11201,1981-12-12,3220
LA ,11201,1981-12-13,3150
LA ,11201,1981-12-14,3100
LA ,11201,1981-12-15,3080
LA ,11201,1981-12-16,3050
LA ,11201,1981-12-17,3030
LA ,11201,1981-12-18,3020
LA ,11201,1981-12-19,2990
LA ,11201,1981-12-20,2990
LA ,11201,1981-12-21,3010
LA ,11201,1981-12-22,3000
LA ,11201,1981-12-23,2920
LA ,11201,1981-12-24,2940
LA ,11201,1981-12-25,3040
LA ,11201,1981-12-26,3000
LA ,11201,1981-12-27,2960
LA ,11201,1981-12-28,2710
LA ,11201,1981-12-29,2710
LA ,11201,1981-12-30,2650
LA ,11201,1981-12-31,2590
LA ,11201,1982-01-01,2540
LA ,11201,1982-01-02,2500
LA ,11201,1982-01-03,2440
LA ,11201,1982-01-04,2320
LA ,11201,1982-01-05,2340
LA ,11201,1982-01-06,2320
LA ,11201,1982-01-07,2300
LA ,11201,1982-01-08,2280
LA ,11201,1982-01-09,2250
LA ,11201,1982-01-10,2230
LA ,11201,1982-01-11,2210
LA ,11201,1982-01-12,2190
LA ,11201,1982-01-13,2180
LA ,11201,1982-01-14,2140
LA ,11201,1982-01-15,2110
LA ,11201,1982-01-16,2080
LA ,11201,1982-01-17,2050
LA ,11201,1982-01-18,2070
LA ,11201,1982-01-19,2110
LA ,11201,1982-01-20,2110
LA ,11201,1982-01-21,2100
LA ,11201,1982-01-22,2070
LA ,11201,1982-01-23,2060
LA ,11201,1982-01-24,2040
LA ,11201,1982-01-25,2020
LA ,11201,1982-01-26,1960
LA ,11201,1982-01-27,1930
LA ,11201,1982-01-28,1910
LA ,11201,1982-01-29,1850
LA ,11201,1982-01-30,1800
LA ,11201,1982-01-31,1770
LA ,11201,1982-02-01,1760
LA ,11201,1982-02-02,1750
LA ,11201,1982-02-03,1720
LA ,11201,1982-02-04,1700
LA ,11201,1982-02-05,1680
LA ,11201,1982-02-06,1630
LA ,11201,1982-02-07,1650
LA ,11201,1982-02-08,1630
LA ,11201,1982-02-09,1610
LA ,11201,1982-02-10,1600
LA ,11201,1982-02-11,1590
LA ,11201,1982-02-12,1570
LA ,11201,1982-02-13,1570
LA ,11201,1982-02-14,1560
LA ,11201,1982-02-15,1540
LA ,11201,1982-02-16,1530
LA ,11201,1982-02-17,1530
LA ,11201,1982-02-18,1530
LA ,11201,1982-02-19,1500
LA ,11201,1982-02-20,1500
LA ,11201,1982-02-21,1530
LA ,11201,1982-02-22,1510
LA ,11201,1982-02-23,1500
LA ,11201,1982-02-24,1480
LA ,11201,1982-02-25,1460
LA ,11201,1982-02-26,1410
LA ,11201,1982-02-27,1360
LA ,11201,1982-02-28,1330
LA ,11201,1982-03-01,1310
LA ,11201,1982-03-02,1290
LA ,11201,1982-03-03,1210
LA ,11201,1982-03-04,1190
LA ,11201,1982-03-05,1190
LA ,11201,1982-03-06,1170
LA ,11201,1982-03-07,1150
LA ,11201,1982-03-08,1130
LA ,11201,1982-03-09,1120
LA ,11201,1982-03-10,1100
LA ,11201,1982-03-11,1100
LA ,11201,1982-03-12,1090
LA ,11201,1982-03-13,1080
LA ,11201,1982-03-14,1080
LA ,11201,1982-03-15,1070
LA ,11201,1982-03-16,1070
LA ,11201,1982-03-17,1060
LA ,11201,1982-03-18,1050
LA ,11201,1982-03-19,1050
LA ,11201,1982-03-20,1060
LA ,11201,1982-03-21,1060
LA ,11201,1982-03-22,1070
LA ,11201,1982-03-23,1070
LA ,11201,1982-03-24,1070
LA ,11201,1982-03-25,1070
LA ,11201,1982-03-26,1060
LA ,11201,1982-03-27,1060
LA ,11201,1982-03-28,1060
LA ,11201,1982-03-29,1060
LA ,11201,1982-03-30,1070
LA ,11201,1982-03-31,1080
LA ,11201,1982-04-01,1120
LA ,11201,1982-04-02,1200
LA ,11201,1982-04-03,1210
LA ,11201,1982-04-04,1160
LA ,11201,1982-04-05,1140
LA ,11201,1982-04-06,1160
LA ,11201,1982-04-07,1180
LA ,11201,1982-04-08,1180
LA ,11201,1982-04-09,1230
LA ,11201,1982-04-10,1310
LA ,11201,1982-04-11,1330
LA ,11201,1982-04-12,1350
LA ,11201,1982-04-13,1370
LA ,11201,1982-04-14,1380
LA ,11201,1982-04-15,1400
LA ,11201,1982-04-16,1500
LA ,11201,1982-04-17,1570
LA ,11201,1982-04-18,1630
LA ,11201,1982-04-19,1670
LA ,11201,1982-04-20,1880
LA ,11201,1982-04-21,1880
LA ,11201,1982-04-22,1890
LA ,11201,1982-04-23,1550
LA ,11201,1982-04-24,1520
LA ,11201,1982-04-25,1500
LA ,11201,1982-04-26,1480
LA ,11201,1982-04-27,1460
LA ,11201,1982-04-28,1400
LA ,11201,1982-04-29,1250
LA ,11201,1982-04-30,1220
LA ,11201,1982-05-01,1190
LA ,11201,1982-05-02,1130
LA ,11201,1982-05-03,1110
LA ,11201,1982-05-04,1090
LA ,11201,1982-05-05,1090
LA ,11201,1982-05-06,1150
LA ,11201,1982-05-07,1240
LA ,11201,1982-05-08,1280
LA ,11201,1982-05-09,1430
LA ,11201,1982-05-10,1340
LA ,11201,1982-05-11,1320
LA ,11201,1982-05-12,1230
LA ,11201,1982-05-13,1200
LA ,11201,1982-05-14,1160
LA ,11201,1982-05-15,1160
LA ,11201,1982-05-16,1180
LA ,11201,1982-05-17,1180
LA ,11201,1982-05-18,1200
LA ,11201,1982-05-19,1300
LA ,11201,1982-05-20,1320
LA ,11201,1982-05-21,1330
LA ,11201,1982-05-22,1400
LA ,11201,1982-05-23,1410
LA ,11201,1982-05-24,1430
LA ,11201,1982-05-25,1440
LA ,11201,1982-05-26,1420
LA ,11201,1982-05-27,1490
LA ,11201,1982-05-28,1530
LA ,11201,1982-05-29,1680
LA ,11201,1982-05-30,1790
LA ,11201,1982-05-31,1860
LA ,11201,1982-06-01,1880
LA ,11201,1982-06-02,1900
LA ,11201,1982-06-03,1980
LA ,11201,1982-06-04,2000
LA ,11201,1982-06-05,2000
LA ,11201,1982-06-06,1900
LA ,11201,1982-06-07,1880
LA ,11201,1982-06-08,2230
LA ,11201,1982-06-09,3520
LA ,11201,1982-06-10,3540
LA ,11201,1982-06-11,4050
LA ,11201,1982-06-12,4940
LA ,11201,1982-06-13,4810
LA ,11201,1982-06-14,4650
LA ,11201,1982-06-15,4560
LA ,11201,1982-06-16,4540
LA ,11201,1982-06-17,4410
LA ,11201,1982-06-18,4860
LA ,11201,1982-06-19,5040
LA ,11201,1982-06-20,4570
LA ,11201,1982-06-21,3990
LA ,11201,1982-06-22,3580
LA ,11201,1982-06-23,3180
LA ,11201,1982-06-24,3120
LA ,11201,1982-06-25,3180
LA ,11201,1982-06-26,3410
LA ,11201,1982-06-27,4060
LA ,11201,1982-06-28,4440
LA ,11201,1982-06-29,4580
LA ,11201,1982-06-30,4410
LA ,11201,1982-07-01,4500
LA ,11201,1982-07-02,4500
LA ,11201,1982-07-03,4390
LA ,11201,1982-07-04,4540
LA ,11201,1982-07-05,4750
LA ,11201,1982-07-06,5400
LA ,11201,1982-07-07,6350
LA ,11201,1982-07-08,7380
LA ,11201,1982-07-09,7540
LA ,11201,1982-07-10,6940
LA ,11201,1982-07-11,6510
LA ,11201,1982-07-12,6220
LA ,11201,1982-07-13,6250
LA ,11201,1982-07-14,6180
LA ,11201,1982-07-15,6130
LA ,11201,1982-07-16,5750
LA ,11201,1982-07-17,5470
LA ,11201,1982-07-18,5280
LA ,11201,1982-07-19,5040
LA ,11201,1982-07-20,4920
LA ,11201,1982-07-21,4810
LA ,11201,1982-07-22,4830
LA ,11201,1982-07-23,5020
LA ,11201,1982-07-24,5310
LA ,11201,1982-07-25,5580
LA ,11201,1982-07-26,5800
LA ,11201,1982-07-27,6110
LA ,11201,1982-07-28,6180
LA ,11201,1982-07-29,6630
LA ,11201,1982-07-30,6940
LA ,11201,1982-07-31,6880
LA ,11201,1982-08-01,8440
LA ,11201,1982-08-02,7980
LA ,11201,1982-08-03,8180
LA ,11201,1982-08-04,8620
LA ,11201,1982-08-05,8310
LA ,11201,1982-08-06,7890
LA ,11201,1982-08-07,7480
LA ,11201,1982-08-08,7880
LA ,11201,1982-08-09,8140
LA ,11201,1982-08-10,12800
LA ,11201,1982-08-11,14000
LA ,11201,1982-08-12,13000
LA ,11201,1982-08-13,13000
LA ,11201,1982-08-14,13300
LA ,11201,1982-08-15,14200
LA ,11201,1982-08-16,14300
LA ,11201,1982-08-17,14300
LA ,11201,1982-08-18,14000
LA ,11201,1982-08-19,13100
LA ,11201,1982-08-20,13000
LA ,11201,1982-08-21,13100
LA ,11201,1982-08-22,13800
LA ,11201,1982-08-23,15000
LA ,11201,1982-08-24,15200
LA ,11201,1982-08-25,15500
LA ,11201,1982-08-26,14500
LA ,11201,1982-08-27,13200
LA ,11201,1982-08-28,12100
LA ,11201,1982-08-29,11600
LA ,11201,1982-08-30,10400
LA ,11201,1982-08-31,9430
LA ,11201,1982-09-01,8940
LA ,11201,1982-09-02,8490
LA ,11201,1982-09-03,8050
LA ,11201,1982-09-04,7950
LA ,11201,1982-09-05,7780
LA ,11201,1982-09-06,7740
LA ,11201,1982-09-07,7630
LA ,11201,1982-09-08,7590
LA ,11201,1982-09-09,7210
LA ,11201,1982-09-10,6830
LA ,11201,1982-09-11,6580
LA ,11201,1982-09-12,6340
LA ,11201,1982-09-13,6170
LA ,11201,1982-09-14,6050
LA ,11201,1982-09-15,6110
LA ,11201,1982-09-16,6590
LA ,11201,1982-09-17,7090
LA ,11201,1982-09-18,7100
LA ,11201,1982-09-19,7180
LA ,11201,1982-09-20,7330
LA ,11201,1982-09-21,7640
LA ,11201,1982-09-22,8020
LA ,11201,1982-09-23,8370
LA ,11201,1982-09-24,8260
LA ,11201,1982-09-25,8140
LA ,11201,1982-09-26,8450
LA ,11201,1982-09-27,8940
LA ,11201,1982-09-28,9060
LA ,11201,1982-09-29,9090
LA ,11201,1982-09-30,9140
LA ,11201,1982-10-01,9540
LA ,11201,1982-10-02,9840
LA ,11201,1982-10-03,10500
LA ,11201,1982-10-04,10800
LA ,11201,1982-10-05,10700
LA ,11201,1982-10-06,10600
LA ,11201,1982-10-07,10100
LA ,11201,1982-10-08,9430
LA ,11201,1982-10-09,9060
LA ,11201,1982-10-10,8780
LA ,11201,1982-10-11,8490
LA ,11201,1982-10-12,8020
LA ,11201,1982-10-13,7380
LA ,11201,1982-10-14,7050
LA ,11201,1982-10-15,6720
LA ,11201,1982-10-16,6690
LA ,11201,1982-10-17,6330
LA ,11201,1982-10-18,6170
LA ,11201,1982-10-19,5930
LA ,11201,1982-10-20,5640
LA ,11201,1982-10-21,5370
LA ,11201,1982-10-22,5170
LA ,11201,1982-10-23,5170
LA ,11201,1982-10-24,5130
LA ,11201,1982-10-25,5040
LA ,11201,1982-10-26,4860
LA ,11201,1982-10-27,4810
LA ,11201,1982-10-28,4790
LA ,11201,1982-10-29,4760
LA ,11201,1982-10-30,4580
LA ,11201,1982-10-31,4510
LA ,11201,1982-11-01,4440
LA ,11201,1982-11-02,4410
LA ,11201,1982-11-03,4350
LA ,11201,1982-11-04,4240
LA ,11201,1982-11-05,4170
LA ,11201,1982-11-06,4090
LA ,11201,1982-11-07,4540
LA ,11201,1982-11-08,3960
LA ,11201,1982-11-09,3890
LA ,11201,1982-11-10,3840
LA ,11201,1982-11-11,3660
LA ,11201,1982-11-12,3640
LA ,11201,1982-11-13,3580
LA ,11201,1982-11-14,3540
LA ,11201,1982-11-15,3680
LA ,11201,1982-11-16,3680
LA ,11201,1982-11-17,3880
LA ,11201,1982-11-18,4000
LA ,11201,1982-11-19,3890
LA ,11201,1982-11-20,4610
LA ,11201,1982-11-21,4520
LA ,11201,1982-11-22,3510
LA ,11201,1982-11-23,3410
LA ,11201,1982-11-24,3330
LA ,11201,1982-11-25,3240
LA ,11201,1982-11-26,3160
LA ,11201,1982-11-27,3210
LA ,11201,1982-11-28,3250
LA ,11201,1982-11-29,3290
LA ,11201,1982-11-30,3370
LA ,11201,1982-12-01,3290
LA ,11201,1982-12-02,3230
LA ,11201,1982-12-03,3120
LA ,11201,1982-12-04,3040
LA ,11201,1982-12-05,2960
LA ,11201,1982-12-06,3380
LA ,11201,1982-12-07,3050
LA ,11201,1982-12-08,2620
LA ,11201,1982-12-09,2610
LA ,11201,1982-12-10,2580
LA ,11201,1982-12-11,2560
LA ,11201,1982-12-12,2460
LA ,11201,1982-12-13,2450
LA ,11201,1982-12-14,2420
LA ,11201,1982-12-15,2380
LA ,11201,1982-12-16,2370
LA ,11201,1982-12-17,2350
LA ,11201,1982-12-18,2340
LA ,11201,1982-12-19,2300
LA ,11201,1982-12-20,2280
LA ,11201,1982-12-21,2250
LA ,11201,1982-12-22,2240
LA ,11201,1982-12-23,2230
LA ,11201,1982-12-24,2210
LA ,11201,1982-12-25,2180
LA ,11201,1982-12-26,2160
LA ,11201,1982-12-27,2140
LA ,11201,1982-12-28,2110
LA ,11201,1982-12-29,2070
LA ,11201,1982-12-30,2030
LA ,11201,1982-12-31,2010
LA ,11201,1983-01-01,2295
LA ,11201,1983-01-02,1960
LA ,11201,1983-01-03,1900
LA ,11201,1983-01-04,1920
LA ,11201,1983-01-05,1920
LA ,11201,1983-01-06,1940
LA ,11201,1983-01-07,1950
LA ,11201,1983-01-08,1920
LA ,11201,1983-01-09,1880
LA ,11201,1983-01-10,1840
LA ,11201,1983-01-11,1810
LA ,11201,1983-01-12,1770
LA ,11201,1983-01-13,1740
LA ,11201,1983-01-14,1710
LA ,11201,1983-01-15,1690
LA ,11201,1983-01-16,1670
LA ,11201,1983-01-17,1660
LA ,11201,1983-01-18,1640
LA ,11201,1983-01-19,1610
LA ,11201,1983-01-20,1590
LA ,11201,1983-01-21,1580
LA ,11201,1983-01-22,1590
LA ,11201,1983-01-23,1610
LA ,11201,1983-01-24,1620
LA ,11201,1983-01-25,1620
LA ,11201,1983-01-26,1610
LA ,11201,1983-01-27,1610
LA ,11201,1983-01-28,1600
LA ,11201,1983-01-29,1610
LA ,11201,1983-01-30,1550
LA ,11201,1983-01-31,1510
LA ,11201,1983-02-01,1490
LA ,11201,1983-02-02,1470
LA ,11201,1983-02-03,1440
LA ,11201,1983-02-04,1410
LA ,11201,1983-02-05,1410
LA ,11201,1983-02-06,1400
LA ,11201,1983-02-07,1410
LA ,11201,1983-02-08,1420
LA ,11201,1983-02-09,1440
LA ,11201,1983-02-10,1430
LA ,11201,1983-02-11,1410
LA ,11201,1983-02-12,1380
LA ,11201,1983-02-13,1330
LA ,11201,1983-02-14,1290
LA ,11201,1983-02-15,1280
LA ,11201,1983-02-16,1260
LA ,11201,1983-02-17,1240
LA ,11201,1983-02-18,1240
LA ,11201,1983-02-19,1220
LA ,11201,1983-02-20,1230
LA ,11201,1983-02-21,1220
LA ,11201,1983-02-22,1200
LA ,11201,1983-02-23,1180
LA ,11201,1983-02-24,1160
LA ,11201,1983-02-25,1150
LA ,11201,1983-02-26,1150
LA ,11201,1983-02-27,1170
LA ,11201,1983-02-28,1220
LA ,11201,1983-03-01,1350
LA ,11201,1983-03-02,1300
LA ,11201,1983-03-03,1260
LA ,11201,1983-03-04,1240
LA ,11201,1983-03-05,1240
LA ,11201,1983-03-06,1350
LA ,11201,1983-03-07,1350
LA ,11201,1983-03-08,1350
LA ,11201,1983-03-09,1310
LA ,11201,1983-03-10,1280
LA ,11201,1983-03-11,1270
LA ,11201,1983-03-12,1250
LA ,11201,1983-03-13,1220
LA ,11201,1983-03-14,1200
LA ,11201,1983-03-15,1180
LA ,11201,1983-03-16,1160
LA ,11201,1983-03-17,1160
LA ,11201,1983-03-18,1130
LA ,11201,1983-03-19,1140
LA ,11201,1983-03-20,1210
LA ,11201,1983-03-21,1280
LA ,11201,1983-03-22,1320
LA ,11201,1983-03-23,1320
LA ,11201,1983-03-24,1310
LA ,11201,1983-03-25,1280
LA ,11201,1983-03-26,1260
LA ,11201,1983-03-27,1190
LA ,11201,1983-03-28,1190
LA ,11201,1983-03-29,1190
LA ,11201,1983-03-30,1200
LA ,11201,1983-03-31,1200
LA ,11201,1983-04-01,1190
